time,P
20191114:2306,0.0
20191115:0006,0.0
20191115:0106,0.0
20191115:0206,0.0
20191115:0306,0.0
20191115:0406,25.85
20191115:0506,229.57
20191115:0606,435.1
20191115:0706,589.92
20191115:0806,685.59
20191115:0906,737.83
20191115:1006,738.36
20191115:1106,690.31
20191115:1206,587.0
20191115:1306,431.18
20191115:1406,234.25
20191115:1506,2.08
20191115:1606,0.0
20191115:1706,0.0
20191115:1806,0.0
20191115:1906,0.0
20191115:2006,0.0
20191115:2106,0.0
20191115:2206,0.0
20191115:2306,0.0
20191116:0006,0.0
20191116:0106,0.0
20191116:0206,0.0
20191116:0306,0.0
20191116:0406,25.9
20191116:0506,228.66
20191116:0606,421.52
20191116:0706,579.46
20191116:0806,673.89
20191116:0906,719.36
20191116:1006,687.12
20191116:1106,664.75
20191116:1206,514.71
20191116:1306,411.31
20191116:1406,160.34
20191116:1506,30.66
20191116:1606,0.0
20191116:1706,0.0
20191116:1806,0.0
20191116:1906,0.0
20191116:2006,0.0
20191116:2106,0.0
20191116:2206,0.0
20191116:2306,0.0
20191117:0006,0.0
20191117:0106,0.0
20191117:0206,0.0
20191117:0306,0.0
20191117:0406,21.28
20191117:0506,227.49
20191117:0606,428.31
20191117:0706,568.63
20191117:0806,634.75
20191117:0906,672.85
20191117:1006,697.99
20191117:1106,671.8
20191117:1206,568.62
20191117:1306,424.58
20191117:1406,209.47
20191117:1506,36.82
20191117:1606,0.0
20191117:1706,0.0
20191117:1806,0.0
20191117:1906,0.0
20191117:2006,0.0
20191117:2106,0.0
20191117:2206,0.0
20191117:2306,0.0
20191118:0006,0.0
20191118:0106,0.0
20191118:0206,0.0
20191118:0306,0.0
20191118:0406,19.41
20191118:0506,190.26
20191118:0606,400.23
20191118:0706,526.04
20191118:0806,511.16
20191118:0906,550.51
20191118:1006,528.3
20191118:1106,489.56
20191118:1206,517.97
20191118:1306,380.08
20191118:1406,183.83
20191118:1506,24.61
20191118:1606,0.0
20191118:1706,0.0
20191118:1806,0.0
20191118:1906,0.0
20191118:2006,0.0
20191118:2106,0.0
20191118:2206,0.0
20191118:2306,0.0
20191119:0006,0.0
20191119:0106,0.0
20191119:0206,0.0
20191119:0306,0.0
20191119:0406,18.34
20191119:0506,199.81
20191119:0606,408.41
20191119:0706,564.07
20191119:0806,634.2
20191119:0906,574.93
20191119:1006,669.21
20191119:1106,671.76
20191119:1206,542.75
20191119:1306,292.12
20191119:1406,11.25
20191119:1506,30.98
20191119:1606,0.0
20191119:1706,0.0
20191119:1806,0.0
20191119:1906,0.0
20191119:2006,0.0
20191119:2106,0.0
20191119:2206,0.0
20191119:2306,0.0
20191120:0006,0.0
20191120:0106,0.0
20191120:0206,0.0
20191120:0306,0.0
20191120:0406,22.94
20191120:0506,100.2
20191120:0606,375.07
20191120:0706,259.35
20191120:0806,443.69
20191120:0906,400.26
20191120:1006,419.22
20191120:1106,345.18
20191120:1206,65.02
20191120:1306,255.55
20191120:1406,171.26
20191120:1506,13.33
20191120:1606,0.0
20191120:1706,0.0
20191120:1806,0.0
20191120:1906,0.0
20191120:2006,0.0
20191120:2106,0.0
20191120:2206,0.0
20191120:2306,0.0
20191121:0006,0.0
20191121:0106,0.0
20191121:0206,0.0
20191121:0306,0.0
20191121:0406,6.62
20191121:0506,112.39
20191121:0606,398.03
20191121:0706,565.03
20191121:0806,664.49
20191121:0906,712.09
20191121:1006,724.47
20191121:1106,667.94
20191121:1206,568.37
20191121:1306,424.72
20191121:1406,235.49
20191121:1506,15.15
20191121:1606,0.0
20191121:1706,0.0
20191121:1806,0.0
20191121:1906,0.0
20191121:2006,0.0
20191121:2106,0.0
20191121:2206,0.0
20191121:2306,0.0
20191122:0006,0.0
20191122:0106,0.0
20191122:0206,0.0
20191122:0306,0.0
20191122:0406,0.0
20191122:0506,221.63
20191122:0606,102.19
20191122:0706,361.4
20191122:0806,619.95
20191122:0906,626.84
20191122:1006,371.15
20191122:1106,48.99
20191122:1206,39.03
20191122:1306,100.83
20191122:1406,31.14
20191122:1506,13.42
20191122:1606,0.0
20191122:1706,0.0
20191122:1806,0.0
20191122:1906,0.0
20191122:2006,0.0
20191122:2106,0.0
20191122:2206,0.0
20191122:2306,0.0
20191123:0006,0.0
20191123:0106,0.0
20191123:0206,0.0
20191123:0306,0.0
20191123:0406,14.51
20191123:0506,14.41
20191123:0606,228.57
20191123:0706,91.19
20191123:0806,124.5
20191123:0906,72.5
20191123:1006,55.79
20191123:1106,63.77
20191123:1206,196.62
20191123:1306,182.12
20191123:1406,120.49
20191123:1506,23.5
20191123:1606,0.0
20191123:1706,0.0
20191123:1806,0.0
20191123:1906,0.0
20191123:2006,0.0
20191123:2106,0.0
20191123:2206,0.0
20191123:2306,0.0
20191124:0006,0.0
20191124:0106,0.0
20191124:0206,0.0
20191124:0306,0.0
20191124:0406,7.78
20191124:0506,115.91
20191124:0606,257.26
20191124:0706,426.89
20191124:0806,652.27
20191124:0906,507.61
20191124:1006,475.72
20191124:1106,501.75
20191124:1206,475.35
20191124:1306,189.22
20191124:1406,90.12
20191124:1506,26.0
20191124:1606,0.0
20191124:1706,0.0
20191124:1806,0.0
20191124:1906,0.0
20191124:2006,0.0
20191124:2106,0.0
20191124:2206,0.0
20191124:2306,0.0
20191125:0006,0.0
20191125:0106,0.0
20191125:0206,0.0
20191125:0306,0.0
20191125:0406,6.08
20191125:0506,107.54
20191125:0606,386.08
20191125:0706,553.85
20191125:0806,628.33
20191125:0906,711.14
20191125:1006,692.43
20191125:1106,307.0
20191125:1206,224.0
20191125:1306,58.28
20191125:1406,125.29
20191125:1506,24.37
20191125:1606,0.0
20191125:1706,0.0
20191125:1806,0.0
20191125:1906,0.0
20191125:2006,0.0
20191125:2106,0.0
20191125:2206,0.0
20191125:2306,0.0
20191126:0006,0.0
20191126:0106,0.0
20191126:0206,0.0
20191126:0306,0.0
20191126:0406,19.51
20191126:0506,214.89
20191126:0606,415.97
20191126:0706,564.94
20191126:0806,647.04
20191126:0906,726.85
20191126:1006,691.5
20191126:1106,515.34
20191126:1206,554.05
20191126:1306,428.7
20191126:1406,148.53
20191126:1506,30.99
20191126:1606,0.0
20191126:1706,0.0
20191126:1806,0.0
20191126:1906,0.0
20191126:2006,0.0
20191126:2106,0.0
20191126:2206,0.0
20191126:2306,0.0
20191127:0006,0.0
20191127:0106,0.0
20191127:0206,0.0
20191127:0306,0.0
20191127:0406,6.11
20191127:0506,196.69
20191127:0606,412.67
20191127:0706,571.37
20191127:0806,671.2
20191127:0906,716.55
20191127:1006,711.67
20191127:1106,668.13
20191127:1206,563.8
20191127:1306,415.68
20191127:1406,20.68
20191127:1506,40.37
20191127:1606,0.0
20191127:1706,0.0
20191127:1806,0.0
20191127:1906,0.0
20191127:2006,0.0
20191127:2106,0.0
20191127:2206,0.0
20191127:2306,0.0
20191128:0006,0.0
20191128:0106,0.0
20191128:0206,0.0
20191128:0306,0.0
20191128:0406,15.28
20191128:0506,214.27
20191128:0606,414.31
20191128:0706,561.63
20191128:0806,357.58
20191128:0906,576.1
20191128:1006,703.94
20191128:1106,673.86
20191128:1206,566.01
20191128:1306,386.2
20191128:1406,213.62
20191128:1506,0.4
20191128:1606,0.0
20191128:1706,0.0
20191128:1806,0.0
20191128:1906,0.0
20191128:2006,0.0
20191128:2106,0.0
20191128:2206,0.0
20191128:2306,0.0
20191129:0006,0.0
20191129:0106,0.0
20191129:0206,0.0
20191129:0306,0.0
20191129:0406,11.19
20191129:0506,197.99
20191129:0606,345.65
20191129:0706,563.01
20191129:0806,667.54
20191129:0906,714.32
20191129:1006,711.52
20191129:1106,665.02
20191129:1206,579.71
20191129:1306,372.16
20191129:1406,180.05
20191129:1506,44.18
20191129:1606,0.0
20191129:1706,0.0
20191129:1806,0.0
20191129:1906,0.0
20191129:2006,0.0
20191129:2106,0.0
20191129:2206,0.0
20191129:2306,0.0
20191130:0006,0.0
20191130:0106,0.0
20191130:0206,0.0
20191130:0306,0.0
20191130:0406,0.0
20191130:0506,130.7
20191130:0606,92.24
20191130:0706,428.07
20191130:0806,650.56
20191130:0906,607.36
20191130:1006,233.52
20191130:1106,545.54
20191130:1206,316.5
20191130:1306,421.02
20191130:1406,230.43
20191130:1506,0.39
20191130:1606,0.0
20191130:1706,0.0
20191130:1806,0.0
20191130:1906,0.0
20191130:2006,0.0
20191130:2106,0.0
20191130:2206,0.0
20191130:2306,0.0
20191201:0006,0.0
20191201:0106,0.0
20191201:0206,0.0
20191201:0306,0.0
20191201:0406,5.42
20191201:0506,142.69
20191201:0606,222.02
20191201:0706,342.68
20191201:0806,458.18
20191201:0906,590.71
20191201:1006,627.98
20191201:1106,598.02
20191201:1206,535.72
20191201:1306,407.59
20191201:1406,236.51
20191201:1506,28.53
20191201:1606,0.0
20191201:1706,0.0
20191201:1806,0.0
20191201:1906,0.0
20191201:2006,0.0
20191201:2106,0.0
20191201:2206,0.0
20191201:2306,0.0
20191202:0006,0.0
20191202:0106,0.0
20191202:0206,0.0
20191202:0306,0.0
20191202:0406,0.0
20191202:0506,85.59
20191202:0606,73.44
20191202:0706,236.09
20191202:0806,350.43
20191202:0906,384.42
20191202:1006,641.57
20191202:1106,578.54
20191202:1206,498.34
20191202:1306,276.89
20191202:1406,253.79
20191202:1506,47.5
20191202:1606,0.0
20191202:1706,0.0
20191202:1806,0.0
20191202:1906,0.0
20191202:2006,0.0
20191202:2106,0.0
20191202:2206,0.0
20191202:2306,0.0
20191203:0006,0.0
20191203:0106,0.0
20191203:0206,0.0
20191203:0306,0.0
20191203:0406,9.91
20191203:0506,75.33
20191203:0606,149.52
20191203:0706,381.68
20191203:0806,545.29
20191203:0906,235.79
20191203:1006,368.53
20191203:1106,553.46
20191203:1206,566.04
20191203:1306,434.12
20191203:1406,219.44
20191203:1506,46.43
20191203:1606,0.0
20191203:1706,0.0
20191203:1806,0.0
20191203:1906,0.0
20191203:2006,0.0
20191203:2106,0.0
20191203:2206,0.0
20191203:2306,0.0
20191204:0006,0.0
20191204:0106,0.0
20191204:0206,0.0
20191204:0306,0.0
20191204:0406,0.0
20191204:0506,131.41
20191204:0606,388.21
20191204:0706,471.71
20191204:0806,618.1
20191204:0906,637.72
20191204:1006,684.06
20191204:1106,651.66
20191204:1206,571.38
20191204:1306,424.77
20191204:1406,152.11
20191204:1506,41.51
20191204:1606,0.0
20191204:1706,0.0
20191204:1806,0.0
20191204:1906,0.0
20191204:2006,0.0
20191204:2106,0.0
20191204:2206,0.0
20191204:2306,0.0
20191205:0006,0.0
20191205:0106,0.0
20191205:0206,0.0
20191205:0306,0.0
20191205:0406,7.56
20191205:0506,140.32
20191205:0606,311.56
20191205:0706,538.27
20191205:0806,667.55
20191205:0906,722.12
20191205:1006,720.92
20191205:1106,656.44
20191205:1206,512.5
20191205:1306,444.48
20191205:1406,250.57
20191205:1506,46.09
20191205:1606,0.0
20191205:1706,0.0
20191205:1806,0.0
20191205:1906,0.0
20191205:2006,0.0
20191205:2106,0.0
20191205:2206,0.0
20191205:2306,0.0
20191206:0006,0.0
20191206:0106,0.0
20191206:0206,0.0
20191206:0306,0.0
20191206:0406,3.76
20191206:0506,181.41
20191206:0606,386.85
20191206:0706,549.93
20191206:0806,653.54
20191206:0906,694.88
20191206:1006,702.45
20191206:1106,369.29
20191206:1206,572.43
20191206:1306,287.11
20191206:1406,225.74
20191206:1506,51.62
20191206:1606,0.0
20191206:1706,0.0
20191206:1806,0.0
20191206:1906,0.0
20191206:2006,0.0
20191206:2106,0.0
20191206:2206,0.0
20191206:2306,0.0
20191207:0006,0.0
20191207:0106,0.0
20191207:0206,0.0
20191207:0306,0.0
20191207:0406,11.34
20191207:0506,140.03
20191207:0606,361.42
20191207:0706,490.42
20191207:0806,537.18
20191207:0906,552.47
20191207:1006,500.32
20191207:1106,571.68
20191207:1206,573.15
20191207:1306,347.42
20191207:1406,234.53
20191207:1506,27.9
20191207:1606,0.0
20191207:1706,0.0
20191207:1806,0.0
20191207:1906,0.0
20191207:2006,0.0
20191207:2106,0.0
20191207:2206,0.0
20191207:2306,0.0
20191208:0006,0.0
20191208:0106,0.0
20191208:0206,0.0
20191208:0306,0.0
20191208:0406,2.72
20191208:0506,76.94
20191208:0606,392.98
20191208:0706,546.27
20191208:0806,630.35
20191208:0906,677.09
20191208:1006,714.25
20191208:1106,661.5
20191208:1206,580.78
20191208:1306,412.34
20191208:1406,246.45
20191208:1506,24.01
20191208:1606,0.0
20191208:1706,0.0
20191208:1806,0.0
20191208:1906,0.0
20191208:2006,0.0
20191208:2106,0.0
20191208:2206,0.0
20191208:2306,0.0
20191209:0006,0.0
20191209:0106,0.0
20191209:0206,0.0
20191209:0306,0.0
20191209:0406,6.96
20191209:0506,197.46
20191209:0606,307.6
20191209:0706,461.47
20191209:0806,565.1
20191209:0906,431.81
20191209:1006,605.16
20191209:1106,602.47
20191209:1206,165.36
20191209:1306,432.72
20191209:1406,254.78
20191209:1506,55.08
20191209:1606,0.0
20191209:1706,0.0
20191209:1806,0.0
20191209:1906,0.0
20191209:2006,0.0
20191209:2106,0.0
20191209:2206,0.0
20191209:2306,0.0
20191210:0006,0.0
20191210:0106,0.0
20191210:0206,0.0
20191210:0306,0.0
20191210:0406,0.0
20191210:0506,122.23
20191210:0606,106.91
20191210:0706,261.45
20191210:0806,519.59
20191210:0906,210.09
20191210:1006,198.0
20191210:1106,591.52
20191210:1206,74.43
20191210:1306,313.14
20191210:1406,265.23
20191210:1506,14.26
20191210:1606,0.0
20191210:1706,0.0
20191210:1806,0.0
20191210:1906,0.0
20191210:2006,0.0
20191210:2106,0.0
20191210:2206,0.0
20191210:2306,0.0
20191211:0006,0.0
20191211:0106,0.0
20191211:0206,0.0
20191211:0306,0.0
20191211:0406,0.0
20191211:0506,38.85
20191211:0606,94.42
20191211:0706,480.93
20191211:0806,657.59
20191211:0906,712.19
20191211:1006,706.61
20191211:1106,651.02
20191211:1206,486.97
20191211:1306,400.9
20191211:1406,11.94
20191211:1506,55.59
20191211:1606,0.0
20191211:1706,0.0
20191211:1806,0.0
20191211:1906,0.0
20191211:2006,0.0
20191211:2106,0.0
20191211:2206,0.0
20191211:2306,0.0
20191212:0006,0.0
20191212:0106,0.0
20191212:0206,0.0
20191212:0306,0.0
20191212:0406,6.84
20191212:0506,179.78
20191212:0606,396.39
20191212:0706,546.45
20191212:0806,622.93
20191212:0906,699.36
20191212:1006,703.51
20191212:1106,668.29
20191212:1206,380.04
20191212:1306,26.33
20191212:1406,238.45
20191212:1506,54.06
20191212:1606,0.0
20191212:1706,0.0
20191212:1806,0.0
20191212:1906,0.0
20191212:2006,0.0
20191212:2106,0.0
20191212:2206,0.0
20191212:2306,0.0
20191213:0006,0.0
20191213:0106,0.0
20191213:0206,0.0
20191213:0306,0.0
20191213:0406,4.22
20191213:0506,186.21
20191213:0606,228.82
20191213:0706,482.29
20191213:0806,658.85
20191213:0906,706.62
20191213:1006,708.11
20191213:1106,672.0
20191213:1206,557.92
20191213:1306,62.89
20191213:1406,175.36
20191213:1506,36.42
20191213:1606,0.0
20191213:1706,0.0
20191213:1806,0.0
20191213:1906,0.0
20191213:2006,0.0
20191213:2106,0.0
20191213:2206,0.0
20191213:2306,0.0
20191214:0006,0.0
20191214:0106,0.0
20191214:0206,0.0
20191214:0306,0.0
20191214:0406,2.62
20191214:0506,180.67
20191214:0606,388.57
20191214:0706,540.56
20191214:0806,640.32
20191214:0906,693.86
20191214:1006,695.43
20191214:1106,661.94
20191214:1206,568.29
20191214:1306,373.1
20191214:1406,106.51
20191214:1506,32.66
20191214:1606,0.0
20191214:1706,0.0
20191214:1806,0.0
20191214:1906,0.0
20191214:2006,0.0
20191214:2106,0.0
20191214:2206,0.0
20191214:2306,0.0
20191215:0006,0.0
20191215:0106,0.0
20191215:0206,0.0
20191215:0306,0.0
20191215:0406,0.07
20191215:0506,167.64
20191215:0606,368.99
20191215:0706,538.21
20191215:0806,650.84
20191215:0906,701.82
20191215:1006,705.13
20191215:1106,673.16
20191215:1206,565.56
20191215:1306,301.06
20191215:1406,12.61
20191215:1506,23.71
20191215:1606,0.0
20191215:1706,0.0
20191215:1806,0.0
20191215:1906,0.0
20191215:2006,0.0
20191215:2106,0.0
20191215:2206,0.0
20191215:2306,0.0
20191216:0006,0.0
20191216:0106,0.0
20191216:0206,0.0
20191216:0306,0.0
20191216:0406,0.08
20191216:0506,165.03
20191216:0606,384.52
20191216:0706,495.12
20191216:0806,386.15
20191216:0906,502.82
20191216:1006,691.82
20191216:1106,551.22
20191216:1206,563.21
20191216:1306,27.05
20191216:1406,17.41
20191216:1506,17.53
20191216:1606,0.0
20191216:1706,0.0
20191216:1806,0.0
20191216:1906,0.0
20191216:2006,0.0
20191216:2106,0.0
20191216:2206,0.0
20191216:2306,0.0
20191217:0006,0.0
20191217:0106,0.0
20191217:0206,0.0
20191217:0306,0.0
20191217:0406,0.0
20191217:0506,24.38
20191217:0606,166.92
20191217:0706,504.54
20191217:0806,627.45
20191217:0906,580.28
20191217:1006,634.61
20191217:1106,619.29
20191217:1206,553.88
20191217:1306,449.91
20191217:1406,235.94
20191217:1506,44.8
20191217:1606,0.0
20191217:1706,0.0
20191217:1806,0.0
20191217:1906,0.0
20191217:2006,0.0
20191217:2106,0.0
20191217:2206,0.0
20191217:2306,0.0
20191218:0006,0.0
20191218:0106,0.0
20191218:0206,0.0
20191218:0306,0.0
20191218:0406,0.0
20191218:0506,164.42
20191218:0606,379.04
20191218:0706,539.07
20191218:0806,643.15
20191218:0906,705.88
20191218:1006,717.77
20191218:1106,658.96
20191218:1206,597.14
20191218:1306,460.33
20191218:1406,257.87
20191218:1506,48.85
20191218:1606,0.0
20191218:1706,0.0
20191218:1806,0.0
20191218:1906,0.0
20191218:2006,0.0
20191218:2106,0.0
20191218:2206,0.0
20191218:2306,0.0
20191219:0006,0.0
20191219:0106,0.0
20191219:0206,0.0
20191219:0306,0.0
20191219:0406,1.26
20191219:0506,175.02
20191219:0606,379.21
20191219:0706,542.76
20191219:0806,654.14
20191219:0906,673.57
20191219:1006,382.46
20191219:1106,523.82
20191219:1206,596.08
20191219:1306,457.15
20191219:1406,261.48
20191219:1506,54.55
20191219:1606,0.0
20191219:1706,0.0
20191219:1806,0.0
20191219:1906,0.0
20191219:2006,0.0
20191219:2106,0.0
20191219:2206,0.0
20191219:2306,0.0
20191220:0006,0.0
20191220:0106,0.0
20191220:0206,0.0
20191220:0306,0.0
20191220:0406,0.0
20191220:0506,168.46
20191220:0606,371.11
20191220:0706,531.77
20191220:0806,637.36
20191220:0906,691.87
20191220:1006,697.54
20191220:1106,670.83
20191220:1206,542.99
20191220:1306,343.12
20191220:1406,223.66
20191220:1506,53.32
20191220:1606,0.0
20191220:1706,0.0
20191220:1806,0.0
20191220:1906,0.0
20191220:2006,0.0
20191220:2106,0.0
20191220:2206,0.0
20191220:2306,0.0
20191221:0006,0.0
20191221:0106,0.0
20191221:0206,0.0
20191221:0306,0.0
20191221:0406,0.0
20191221:0506,172.83
20191221:0606,370.97
20191221:0706,534.61
20191221:0806,649.2
20191221:0906,699.34
20191221:1006,623.92
20191221:1106,480.7
20191221:1206,594.07
20191221:1306,438.91
20191221:1406,269.91
20191221:1506,60.12
20191221:1606,0.0
20191221:1706,0.0
20191221:1806,0.0
20191221:1906,0.0
20191221:2006,0.0
20191221:2106,0.0
20191221:2206,0.0
20191221:2306,0.0
20191222:0006,0.0
20191222:0106,0.0
20191222:0206,0.0
20191222:0306,0.0
20191222:0406,0.0
20191222:0506,172.1
20191222:0606,373.02
20191222:0706,533.06
20191222:0806,640.35
20191222:0906,676.34
20191222:1006,207.01
20191222:1106,415.48
20191222:1206,547.12
20191222:1306,448.58
20191222:1406,265.75
20191222:1506,66.31
20191222:1606,0.0
20191222:1706,0.0
20191222:1806,0.0
20191222:1906,0.0
20191222:2006,0.0
20191222:2106,0.0
20191222:2206,0.0
20191222:2306,0.0
20191223:0006,0.0
20191223:0106,0.0
20191223:0206,0.0
20191223:0306,0.0
20191223:0406,0.0
20191223:0506,133.31
20191223:0606,267.33
20191223:0706,247.64
20191223:0806,469.55
20191223:0906,535.32
20191223:1006,725.49
20191223:1106,662.84
20191223:1206,592.34
20191223:1306,420.18
20191223:1406,192.03
20191223:1506,43.8
20191223:1606,0.0
20191223:1706,0.0
20191223:1806,0.0
20191223:1906,0.0
20191223:2006,0.0
20191223:2106,0.0
20191223:2206,0.0
20191223:2306,0.0
20191224:0006,0.0
20191224:0106,0.0
20191224:0206,0.0
20191224:0306,0.0
20191224:0406,0.0
20191224:0506,118.85
20191224:0606,359.98
20191224:0706,517.61
20191224:0806,632.76
20191224:0906,690.07
20191224:1006,696.54
20191224:1106,569.67
20191224:1206,442.06
20191224:1306,156.31
20191224:1406,54.25
20191224:1506,1.18
20191224:1606,0.0
20191224:1706,0.0
20191224:1806,0.0
20191224:1906,0.0
20191224:2006,0.0
20191224:2106,0.0
20191224:2206,0.0
20191224:2306,0.0
20191225:0006,0.0
20191225:0106,0.0
20191225:0206,0.0
20191225:0306,0.0
20191225:0406,0.0
20191225:0506,39.88
20191225:0606,86.34
20191225:0706,350.49
20191225:0806,520.86
20191225:0906,656.77
20191225:1006,496.1
20191225:1106,451.73
20191225:1206,294.86
20191225:1306,459.7
20191225:1406,242.58
20191225:1506,62.46
20191225:1606,0.0
20191225:1706,0.0
20191225:1806,0.0
20191225:1906,0.0
20191225:2006,0.0
20191225:2106,0.0
20191225:2206,0.0
20191225:2306,0.0
20191226:0006,0.0
20191226:0106,0.0
20191226:0206,0.0
20191226:0306,0.0
20191226:0406,0.0
20191226:0506,117.35
20191226:0606,309.63
20191226:0706,519.64
20191226:0806,637.0
20191226:0906,709.94
20191226:1006,714.96
20191226:1106,675.01
20191226:1206,599.88
20191226:1306,443.76
20191226:1406,182.23
20191226:1506,66.38
20191226:1606,0.0
20191226:1706,0.0
20191226:1806,0.0
20191226:1906,0.0
20191226:2006,0.0
20191226:2106,0.0
20191226:2206,0.0
20191226:2306,0.0
20191227:0006,0.0
20191227:0106,0.0
20191227:0206,0.0
20191227:0306,0.0
20191227:0406,0.0
20191227:0506,162.83
20191227:0606,359.56
20191227:0706,521.85
20191227:0806,624.93
20191227:0906,698.44
20191227:1006,718.71
20191227:1106,686.73
20191227:1206,602.44
20191227:1306,472.54
20191227:1406,277.1
20191227:1506,69.44
20191227:1606,0.0
20191227:1706,0.0
20191227:1806,0.0
20191227:1906,0.0
20191227:2006,0.0
20191227:2106,0.0
20191227:2206,0.0
20191227:2306,0.0
20191228:0006,0.0
20191228:0106,0.0
20191228:0206,0.0
20191228:0306,0.0
20191228:0406,0.0
20191228:0506,161.94
20191228:0606,364.99
20191228:0706,535.35
20191228:0806,657.67
20191228:0906,724.33
20191228:1006,734.08
20191228:1106,700.0
20191228:1206,615.73
20191228:1306,480.07
20191228:1406,283.11
20191228:1506,71.78
20191228:1606,0.0
20191228:1706,0.0
20191228:1806,0.0
20191228:1906,0.0
20191228:2006,0.0
20191228:2106,0.0
20191228:2206,0.0
20191228:2306,0.0
20191229:0006,0.0
20191229:0106,0.0
20191229:0206,0.0
20191229:0306,0.0
20191229:0406,0.0
20191229:0506,161.28
20191229:0606,364.44
20191229:0706,512.36
20191229:0806,650.82
20191229:0906,709.6
20191229:1006,716.82
20191229:1106,688.27
20191229:1206,598.08
20191229:1306,469.16
20191229:1406,278.32
20191229:1506,73.08
20191229:1606,0.0
20191229:1706,0.0
20191229:1806,0.0
20191229:1906,0.0
20191229:2006,0.0
20191229:2106,0.0
20191229:2206,0.0
20191229:2306,0.0
20191230:0006,0.0
20191230:0106,0.0
20191230:0206,0.0
20191230:0306,0.0
20191230:0406,0.0
20191230:0506,157.72
20191230:0606,357.23
20191230:0706,524.27
20191230:0806,644.4
20191230:0906,710.39
20191230:1006,711.95
20191230:1106,682.42
20191230:1206,596.46
20191230:1306,375.99
20191230:1406,283.59
20191230:1506,75.56
20191230:1606,0.0
20191230:1706,0.0
20191230:1806,0.0
20191230:1906,0.0
20191230:2006,0.0
20191230:2106,0.0
20191230:2206,0.0
20191230:2306,0.0
20191231:0006,0.0
20191231:0106,0.0
20191231:0206,0.0
20191231:0306,0.0
20191231:0406,0.0
20191231:0506,161.29
20191231:0606,365.92
20191231:0706,528.62
20191231:0806,642.43
20191231:0906,704.72
20191231:1006,719.58
20191231:1106,688.72
20191231:1206,587.19
20191231:1306,434.7
20191231:1406,159.14
20191231:1506,32.53
20191231:1606,0.0
20191231:1706,0.0
20191231:1806,0.0
20191231:1906,0.0
20191231:2006,0.0
20191231:2106,0.0
20191231:2206,0.0
20191231:2306,0.0
