time,P
20190416:2306,0.0
20190417:0006,0.0
20190417:0106,0.0
20190417:0206,0.0
20190417:0306,0.0
20190417:0406,3.73
20190417:0506,174.44
20190417:0606,334.31
20190417:0706,486.19
20190417:0806,582.59
20190417:0906,689.21
20190417:1006,589.5
20190417:1106,660.04
20190417:1206,524.03
20190417:1306,59.91
20190417:1406,84.52
20190417:1506,9.23
20190417:1606,0.0
20190417:1706,0.0
20190417:1806,0.0
20190417:1906,0.0
20190417:2006,0.0
20190417:2106,0.0
20190417:2206,0.0
20190417:2306,0.0
20190418:0006,0.0
20190418:0106,0.0
20190418:0206,0.0
20190418:0306,0.0
20190418:0406,9.23
20190418:0506,177.31
20190418:0606,379.53
20190418:0706,535.22
20190418:0806,642.07
20190418:0906,713.4
20190418:1006,664.05
20190418:1106,685.21
20190418:1206,54.92
20190418:1306,442.79
20190418:1406,46.82
20190418:1506,76.82
20190418:1606,0.0
20190418:1706,0.0
20190418:1806,0.0
20190418:1906,0.0
20190418:2006,0.0
20190418:2106,0.0
20190418:2206,0.0
20190418:2306,0.0
20190419:0006,0.0
20190419:0106,0.0
20190419:0206,0.0
20190419:0306,0.0
20190419:0406,0.06
20190419:0506,144.17
20190419:0606,363.89
20190419:0706,540.89
20190419:0806,649.47
20190419:0906,707.01
20190419:1006,717.31
20190419:1106,702.07
20190419:1206,601.86
20190419:1306,218.85
20190419:1406,155.45
20190419:1506,80.49
20190419:1606,0.0
20190419:1706,0.0
20190419:1806,0.0
20190419:1906,0.0
20190419:2006,0.0
20190419:2106,0.0
20190419:2206,0.0
20190419:2306,0.0
20190420:0006,0.0
20190420:0106,0.0
20190420:0206,0.0
20190420:0306,0.0
20190420:0406,9.66
20190420:0506,175.56
20190420:0606,377.5
20190420:0706,537.44
20190420:0806,634.93
20190420:0906,692.42
20190420:1006,689.97
20190420:1106,667.31
20190420:1206,585.22
20190420:1306,448.32
20190420:1406,229.45
20190420:1506,2.98
20190420:1606,0.0
20190420:1706,0.0
20190420:1806,0.0
20190420:1906,0.0
20190420:2006,0.0
20190420:2106,0.0
20190420:2206,0.0
20190420:2306,0.0
20190421:0006,0.0
20190421:0106,0.0
20190421:0206,0.0
20190421:0306,0.0
20190421:0406,9.89
20190421:0506,175.48
20190421:0606,379.54
20190421:0706,528.88
20190421:0806,589.24
20190421:0906,700.84
20190421:1006,683.08
20190421:1106,136.77
20190421:1206,438.02
20190421:1306,31.24
20190421:1406,40.0
20190421:1506,34.79
20190421:1606,0.0
20190421:1706,0.0
20190421:1806,0.0
20190421:1906,0.0
20190421:2006,0.0
20190421:2106,0.0
20190421:2206,0.0
20190421:2306,0.0
20190422:0006,0.0
20190422:0106,0.0
20190422:0206,0.0
20190422:0306,0.0
20190422:0406,8.31
20190422:0506,131.9
20190422:0606,300.72
20190422:0706,451.85
20190422:0806,249.96
20190422:0906,242.72
20190422:1006,58.03
20190422:1106,53.81
20190422:1206,52.79
20190422:1306,105.17
20190422:1406,107.22
20190422:1506,48.14
20190422:1606,0.0
20190422:1706,0.0
20190422:1806,0.0
20190422:1906,0.0
20190422:2006,0.0
20190422:2106,0.0
20190422:2206,0.0
20190422:2306,0.0
20190423:0006,0.0
20190423:0106,0.0
20190423:0206,0.0
20190423:0306,0.0
20190423:0406,6.01
20190423:0506,170.88
20190423:0606,358.08
20190423:0706,523.11
20190423:0806,648.26
20190423:0906,702.02
20190423:1006,611.42
20190423:1106,489.98
20190423:1206,361.82
20190423:1306,374.73
20190423:1406,229.7
20190423:1506,41.97
20190423:1606,0.0
20190423:1706,0.0
20190423:1806,0.0
20190423:1906,0.0
20190423:2006,0.0
20190423:2106,0.0
20190423:2206,0.0
20190423:2306,0.0
20190424:0006,0.0
20190424:0106,0.0
20190424:0206,0.0
20190424:0306,0.0
20190424:0406,10.98
20190424:0506,140.44
20190424:0606,360.21
20190424:0706,294.01
20190424:0806,530.42
20190424:0906,607.0
20190424:1006,701.17
20190424:1106,515.76
20190424:1206,408.84
20190424:1306,240.12
20190424:1406,178.26
20190424:1506,74.8
20190424:1606,0.0
20190424:1706,0.0
20190424:1806,0.0
20190424:1906,0.0
20190424:2006,0.0
20190424:2106,0.0
20190424:2206,0.0
20190424:2306,0.0
20190425:0006,0.0
20190425:0106,0.0
20190425:0206,0.0
20190425:0306,0.0
20190425:0406,10.86
20190425:0506,155.57
20190425:0606,326.97
20190425:0706,535.91
20190425:0806,644.5
20190425:0906,664.64
20190425:1006,408.91
20190425:1106,548.14
20190425:1206,534.06
20190425:1306,105.27
20190425:1406,31.74
20190425:1506,29.96
20190425:1606,0.0
20190425:1706,0.0
20190425:1806,0.0
20190425:1906,0.0
20190425:2006,0.0
20190425:2106,0.0
20190425:2206,0.0
20190425:2306,0.0
20190426:0006,0.0
20190426:0106,0.0
20190426:0206,0.0
20190426:0306,0.0
20190426:0406,11.48
20190426:0506,156.13
20190426:0606,220.88
20190426:0706,488.88
20190426:0806,487.55
20190426:0906,604.12
20190426:1006,63.64
20190426:1106,80.92
20190426:1206,117.74
20190426:1306,71.87
20190426:1406,43.71
20190426:1506,12.66
20190426:1606,0.0
20190426:1706,0.0
20190426:1806,0.0
20190426:1906,0.0
20190426:2006,0.0
20190426:2106,0.0
20190426:2206,0.0
20190426:2306,0.0
20190427:0006,0.0
20190427:0106,0.0
20190427:0206,0.0
20190427:0306,0.0
20190427:0406,11.57
20190427:0506,157.52
20190427:0606,255.19
20190427:0706,530.28
20190427:0806,451.92
20190427:0906,638.22
20190427:1006,527.29
20190427:1106,632.15
20190427:1206,265.55
20190427:1306,284.26
20190427:1406,73.15
20190427:1506,52.32
20190427:1606,0.0
20190427:1706,0.0
20190427:1806,0.0
20190427:1906,0.0
20190427:2006,0.0
20190427:2106,0.0
20190427:2206,0.0
20190427:2306,0.0
20190428:0006,0.0
20190428:0106,0.0
20190428:0206,0.0
20190428:0306,0.0
20190428:0406,3.21
20190428:0506,94.76
20190428:0606,264.52
20190428:0706,538.6
20190428:0806,640.1
20190428:0906,689.52
20190428:1006,712.35
20190428:1106,675.29
20190428:1206,589.57
20190428:1306,434.04
20190428:1406,253.42
20190428:1506,63.1
20190428:1606,0.0
20190428:1706,0.0
20190428:1806,0.0
20190428:1906,0.0
20190428:2006,0.0
20190428:2106,0.0
20190428:2206,0.0
20190428:2306,0.0
20190429:0006,0.0
20190429:0106,0.0
20190429:0206,0.0
20190429:0306,0.0
20190429:0406,12.34
20190429:0506,177.84
20190429:0606,377.14
20190429:0706,537.82
20190429:0806,650.49
20190429:0906,707.93
20190429:1006,721.0
20190429:1106,638.18
20190429:1206,591.37
20190429:1306,453.06
20190429:1406,268.73
20190429:1506,65.59
20190429:1606,0.0
20190429:1706,0.0
20190429:1806,0.0
20190429:1906,0.0
20190429:2006,0.0
20190429:2106,0.0
20190429:2206,0.0
20190429:2306,0.0
20190430:0006,0.0
20190430:0106,0.0
20190430:0206,0.0
20190430:0306,0.0
20190430:0406,11.39
20190430:0506,157.46
20190430:0606,321.35
20190430:0706,391.7
20190430:0806,610.72
20190430:0906,675.14
20190430:1006,680.9
20190430:1106,625.55
20190430:1206,568.64
20190430:1306,442.15
20190430:1406,250.59
20190430:1506,69.38
20190430:1606,0.0
20190430:1706,0.0
20190430:1806,0.0
20190430:1906,0.0
20190430:2006,0.0
20190430:2106,0.0
20190430:2206,0.0
20190430:2306,0.0
20190501:0006,0.0
20190501:0106,0.0
20190501:0206,0.0
20190501:0306,0.0
20190501:0406,8.42
20190501:0506,144.67
20190501:0606,353.77
20190501:0706,442.9
20190501:0806,482.17
20190501:0906,618.48
20190501:1006,572.25
20190501:1106,652.88
20190501:1206,43.36
20190501:1306,165.02
20190501:1406,197.44
20190501:1506,47.16
20190501:1606,0.0
20190501:1706,0.0
20190501:1806,0.0
20190501:1906,0.0
20190501:2006,0.0
20190501:2106,0.0
20190501:2206,0.0
20190501:2306,0.0
20190502:0006,0.0
20190502:0106,0.0
20190502:0206,0.0
20190502:0306,0.0
20190502:0406,12.63
20190502:0506,168.49
20190502:0606,363.76
20190502:0706,518.06
20190502:0806,622.91
20190502:0906,698.46
20190502:1006,674.68
20190502:1106,679.09
20190502:1206,580.41
20190502:1306,455.03
20190502:1406,268.8
20190502:1506,67.07
20190502:1606,0.0
20190502:1706,0.0
20190502:1806,0.0
20190502:1906,0.0
20190502:2006,0.0
20190502:2106,0.0
20190502:2206,0.0
20190502:2306,0.0
20190503:0006,0.0
20190503:0106,0.0
20190503:0206,0.0
20190503:0306,0.0
20190503:0406,12.35
20190503:0506,172.97
20190503:0606,371.28
20190503:0706,533.81
20190503:0806,643.84
20190503:0906,709.03
20190503:1006,729.74
20190503:1106,687.31
20190503:1206,594.02
20190503:1306,445.57
20190503:1406,265.05
20190503:1506,67.1
20190503:1606,0.0
20190503:1706,0.0
20190503:1806,0.0
20190503:1906,0.0
20190503:2006,0.0
20190503:2106,0.0
20190503:2206,0.0
20190503:2306,0.0
20190504:0006,0.0
20190504:0106,0.0
20190504:0206,0.0
20190504:0306,0.0
20190504:0406,12.39
20190504:0506,170.21
20190504:0606,365.25
20190504:0706,532.72
20190504:0806,639.35
20190504:0906,702.67
20190504:1006,704.15
20190504:1106,654.66
20190504:1206,561.21
20190504:1306,446.17
20190504:1406,260.78
20190504:1506,58.02
20190504:1606,0.0
20190504:1706,0.0
20190504:1806,0.0
20190504:1906,0.0
20190504:2006,0.0
20190504:2106,0.0
20190504:2206,0.0
20190504:2306,0.0
20190505:0006,0.0
20190505:0106,0.0
20190505:0206,0.0
20190505:0306,0.0
20190505:0406,12.59
20190505:0506,172.7
20190505:0606,367.47
20190505:0706,522.83
20190505:0806,629.76
20190505:0906,683.39
20190505:1006,697.48
20190505:1106,598.64
20190505:1206,567.94
20190505:1306,439.25
20190505:1406,146.09
20190505:1506,24.9
20190505:1606,0.0
20190505:1706,0.0
20190505:1806,0.0
20190505:1906,0.0
20190505:2006,0.0
20190505:2106,0.0
20190505:2206,0.0
20190505:2306,0.0
20190506:0006,0.0
20190506:0106,0.0
20190506:0206,0.0
20190506:0306,0.0
20190506:0406,3.19
20190506:0506,162.64
20190506:0606,307.88
20190506:0706,444.33
20190506:0806,609.27
20190506:0906,607.0
20190506:1006,611.88
20190506:1106,636.27
20190506:1206,531.32
20190506:1306,266.56
20190506:1406,141.39
20190506:1506,65.38
20190506:1606,0.0
20190506:1706,0.0
20190506:1806,0.0
20190506:1906,0.0
20190506:2006,0.0
20190506:2106,0.0
20190506:2206,0.0
20190506:2306,0.0
20190507:0006,0.0
20190507:0106,0.0
20190507:0206,0.0
20190507:0306,0.0
20190507:0406,11.88
20190507:0506,163.61
20190507:0606,295.6
20190507:0706,476.42
20190507:0806,619.69
20190507:0906,590.78
20190507:1006,573.02
20190507:1106,555.67
20190507:1206,482.82
20190507:1306,263.9
20190507:1406,161.32
20190507:1506,53.13
20190507:1606,0.0
20190507:1706,0.0
20190507:1806,0.0
20190507:1906,0.0
20190507:2006,0.0
20190507:2106,0.0
20190507:2206,0.0
20190507:2306,0.0
20190508:0006,0.0
20190508:0106,0.0
20190508:0206,0.0
20190508:0306,0.0
20190508:0406,13.24
20190508:0506,140.28
20190508:0606,318.47
20190508:0706,508.58
20190508:0806,563.95
20190508:0906,594.53
20190508:1006,713.23
20190508:1106,672.06
20190508:1206,87.59
20190508:1306,106.61
20190508:1406,127.13
20190508:1506,51.47
20190508:1606,0.0
20190508:1706,0.0
20190508:1806,0.0
20190508:1906,0.0
20190508:2006,0.0
20190508:2106,0.0
20190508:2206,0.0
20190508:2306,0.0
20190509:0006,0.0
20190509:0106,0.0
20190509:0206,0.0
20190509:0306,0.0
20190509:0406,13.17
20190509:0506,97.13
20190509:0606,229.63
20190509:0706,515.06
20190509:0806,488.45
20190509:0906,679.99
20190509:1006,636.72
20190509:1106,607.06
20190509:1206,478.16
20190509:1306,237.36
20190509:1406,250.79
20190509:1506,39.6
20190509:1606,0.0
20190509:1706,0.0
20190509:1806,0.0
20190509:1906,0.0
20190509:2006,0.0
20190509:2106,0.0
20190509:2206,0.0
20190509:2306,0.0
20190510:0006,0.0
20190510:0106,0.0
20190510:0206,0.0
20190510:0306,0.0
20190510:0406,13.67
20190510:0506,178.57
20190510:0606,369.7
20190510:0706,528.07
20190510:0806,633.3
20190510:0906,696.63
20190510:1006,701.67
20190510:1106,659.65
20190510:1206,510.44
20190510:1306,429.95
20190510:1406,36.35
20190510:1506,62.94
20190510:1606,0.0
20190510:1706,0.0
20190510:1806,0.0
20190510:1906,0.0
20190510:2006,0.0
20190510:2106,0.0
20190510:2206,0.0
20190510:2306,0.0
20190511:0006,0.0
20190511:0106,0.0
20190511:0206,0.0
20190511:0306,0.0
20190511:0406,3.23
20190511:0506,172.45
20190511:0606,297.47
20190511:0706,411.45
20190511:0806,583.82
20190511:0906,702.11
20190511:1006,678.71
20190511:1106,642.21
20190511:1206,536.8
20190511:1306,445.47
20190511:1406,251.1
20190511:1506,2.62
20190511:1606,0.0
20190511:1706,0.0
20190511:1806,0.0
20190511:1906,0.0
20190511:2006,0.0
20190511:2106,0.0
20190511:2206,0.0
20190511:2306,0.0
20190512:0006,0.0
20190512:0106,0.0
20190512:0206,0.0
20190512:0306,0.0
20190512:0406,6.6
20190512:0506,9.68
20190512:0606,202.09
20190512:0706,500.71
20190512:0806,614.21
20190512:0906,692.41
20190512:1006,496.32
20190512:1106,592.37
20190512:1206,556.78
20190512:1306,273.35
20190512:1406,154.87
20190512:1506,31.14
20190512:1606,0.0
20190512:1706,0.0
20190512:1806,0.0
20190512:1906,0.0
20190512:2006,0.0
20190512:2106,0.0
20190512:2206,0.0
20190512:2306,0.0
20190513:0006,0.0
20190513:0106,0.0
20190513:0206,0.0
20190513:0306,0.0
20190513:0406,13.85
20190513:0506,161.97
20190513:0606,364.85
20190513:0706,526.84
20190513:0806,628.84
20190513:0906,684.9
20190513:1006,677.19
20190513:1106,634.1
20190513:1206,442.95
20190513:1306,43.22
20190513:1406,20.64
20190513:1506,16.67
20190513:1606,0.0
20190513:1706,0.0
20190513:1806,0.0
20190513:1906,0.0
20190513:2006,0.0
20190513:2106,0.0
20190513:2206,0.0
20190513:2306,0.0
20190514:0006,0.0
20190514:0106,0.0
20190514:0206,0.0
20190514:0306,0.0
20190514:0406,13.74
20190514:0506,178.17
20190514:0606,362.49
20190514:0706,462.56
20190514:0806,624.01
20190514:0906,677.09
20190514:1006,689.09
20190514:1106,650.19
20190514:1206,541.11
20190514:1306,429.83
20190514:1406,246.81
20190514:1506,45.93
20190514:1606,0.0
20190514:1706,0.0
20190514:1806,0.0
20190514:1906,0.0
20190514:2006,0.0
20190514:2106,0.0
20190514:2206,0.0
20190514:2306,0.0
20190515:0006,0.0
20190515:0106,0.0
20190515:0206,0.0
20190515:0306,0.0
20190515:0406,13.94
20190515:0506,162.72
20190515:0606,355.97
20190515:0706,512.06
20190515:0806,604.19
20190515:0906,673.75
20190515:1006,681.12
20190515:1106,633.44
20190515:1206,545.78
20190515:1306,324.15
20190515:1406,249.94
20190515:1506,60.56
20190515:1606,0.0
20190515:1706,0.0
20190515:1806,0.0
20190515:1906,0.0
20190515:2006,0.0
20190515:2106,0.0
20190515:2206,0.0
20190515:2306,0.0
20190516:0006,0.0
20190516:0106,0.0
20190516:0206,0.0
20190516:0306,0.0
20190516:0406,11.51
20190516:0506,149.41
20190516:0606,240.8
20190516:0706,280.55
20190516:0806,329.91
20190516:0906,509.88
20190516:1006,634.02
20190516:1106,648.34
20190516:1206,576.25
20190516:1306,431.0
20190516:1406,248.03
20190516:1506,63.29
20190516:1606,0.0
20190516:1706,0.0
20190516:1806,0.0
20190516:1906,0.0
20190516:2006,0.0
20190516:2106,0.0
20190516:2206,0.0
20190516:2306,0.0
20190517:0006,0.0
20190517:0106,0.0
20190517:0206,0.0
20190517:0306,0.0
20190517:0406,13.62
20190517:0506,163.65
20190517:0606,354.68
20190517:0706,489.2
20190517:0806,612.5
20190517:0906,652.44
20190517:1006,684.96
20190517:1106,635.94
20190517:1206,453.41
20190517:1306,170.79
20190517:1406,29.59
20190517:1506,50.3
20190517:1606,0.0
20190517:1706,0.0
20190517:1806,0.0
20190517:1906,0.0
20190517:2006,0.0
20190517:2106,0.0
20190517:2206,0.0
20190517:2306,0.0
20190518:0006,0.0
20190518:0106,0.0
20190518:0206,0.0
20190518:0306,0.0
20190518:0406,13.1
20190518:0506,162.48
20190518:0606,351.22
20190518:0706,496.08
20190518:0806,612.73
20190518:0906,675.06
20190518:1006,645.79
20190518:1106,641.84
20190518:1206,534.44
20190518:1306,416.41
20190518:1406,228.01
20190518:1506,65.13
20190518:1606,0.0
20190518:1706,0.0
20190518:1806,0.0
20190518:1906,0.0
20190518:2006,0.0
20190518:2106,0.0
20190518:2206,0.0
20190518:2306,0.0
20190519:0006,0.0
20190519:0106,0.0
20190519:0206,0.0
20190519:0306,0.0
20190519:0406,1.72
20190519:0506,131.63
20190519:0606,348.61
20190519:0706,480.81
20190519:0806,585.15
20190519:0906,659.84
20190519:1006,706.6
20190519:1106,599.72
20190519:1206,492.12
20190519:1306,405.21
20190519:1406,200.59
20190519:1506,62.6
20190519:1606,0.0
20190519:1706,0.0
20190519:1806,0.0
20190519:1906,0.0
20190519:2006,0.0
20190519:2106,0.0
20190519:2206,0.0
20190519:2306,0.0
20190520:0006,0.0
20190520:0106,0.0
20190520:0206,0.0
20190520:0306,0.0
20190520:0406,3.23
20190520:0506,9.73
20190520:0606,64.34
20190520:0706,293.0
20190520:0806,296.96
20190520:0906,333.96
20190520:1006,352.29
20190520:1106,308.8
20190520:1206,293.35
20190520:1306,281.24
20190520:1406,122.21
20190520:1506,3.14
20190520:1606,0.0
20190520:1706,0.0
20190520:1806,0.0
20190520:1906,0.0
20190520:2006,0.0
20190520:2106,0.0
20190520:2206,0.0
20190520:2306,0.0
20190521:0006,0.0
20190521:0106,0.0
20190521:0206,0.0
20190521:0306,0.0
20190521:0406,13.42
20190521:0506,172.12
20190521:0606,365.57
20190521:0706,520.97
20190521:0806,627.77
20190521:0906,684.68
20190521:1006,692.44
20190521:1106,627.85
20190521:1206,564.01
20190521:1306,390.14
20190521:1406,225.41
20190521:1506,65.18
20190521:1606,0.0
20190521:1706,0.0
20190521:1806,0.0
20190521:1906,0.0
20190521:2006,0.0
20190521:2106,0.0
20190521:2206,0.0
20190521:2306,0.0
20190522:0006,0.0
20190522:0106,0.0
20190522:0206,0.0
20190522:0306,0.0
20190522:0406,13.0
20190522:0506,169.67
20190522:0606,366.52
20190522:0706,514.01
20190522:0806,623.77
20190522:0906,676.86
20190522:1006,679.79
20190522:1106,654.37
20190522:1206,548.01
20190522:1306,426.27
20190522:1406,253.57
20190522:1506,63.49
20190522:1606,0.0
20190522:1706,0.0
20190522:1806,0.0
20190522:1906,0.0
20190522:2006,0.0
20190522:2106,0.0
20190522:2206,0.0
20190522:2306,0.0
20190523:0006,0.0
20190523:0106,0.0
20190523:0206,0.0
20190523:0306,0.0
20190523:0406,12.61
20190523:0506,142.07
20190523:0606,226.32
20190523:0706,373.01
20190523:0806,573.19
20190523:0906,646.96
20190523:1006,599.97
20190523:1106,490.59
20190523:1206,489.25
20190523:1306,389.22
20190523:1406,15.24
20190523:1506,10.72
20190523:1606,0.0
20190523:1706,0.0
20190523:1806,0.0
20190523:1906,0.0
20190523:2006,0.0
20190523:2106,0.0
20190523:2206,0.0
20190523:2306,0.0
20190524:0006,0.0
20190524:0106,0.0
20190524:0206,0.0
20190524:0306,0.0
20190524:0406,0.0
20190524:0506,43.44
20190524:0606,129.04
20190524:0706,259.43
20190524:0806,299.46
20190524:0906,220.64
20190524:1006,624.05
20190524:1106,505.22
20190524:1206,536.87
20190524:1306,300.35
20190524:1406,0.0
20190524:1506,61.87
20190524:1606,0.0
20190524:1706,0.0
20190524:1806,0.0
20190524:1906,0.0
20190524:2006,0.0
20190524:2106,0.0
20190524:2206,0.0
20190524:2306,0.0
20190525:0006,0.0
20190525:0106,0.0
20190525:0206,0.0
20190525:0306,0.0
20190525:0406,13.23
20190525:0506,166.51
20190525:0606,363.17
20190525:0706,519.21
20190525:0806,625.86
20190525:0906,689.33
20190525:1006,696.6
20190525:1106,657.27
20190525:1206,459.12
20190525:1306,102.02
20190525:1406,90.38
20190525:1506,65.2
20190525:1606,0.0
20190525:1706,0.0
20190525:1806,0.0
20190525:1906,0.0
20190525:2006,0.0
20190525:2106,0.0
20190525:2206,0.0
20190525:2306,0.0
20190526:0006,0.0
20190526:0106,0.0
20190526:0206,0.0
20190526:0306,0.0
20190526:0406,12.95
20190526:0506,166.65
20190526:0606,358.66
20190526:0706,509.96
20190526:0806,618.57
20190526:0906,678.91
20190526:1006,686.95
20190526:1106,657.74
20190526:1206,549.04
20190526:1306,425.05
20190526:1406,249.2
20190526:1506,57.19
20190526:1606,0.0
20190526:1706,0.0
20190526:1806,0.0
20190526:1906,0.0
20190526:2006,0.0
20190526:2106,0.0
20190526:2206,0.0
20190526:2306,0.0
20190527:0006,0.0
20190527:0106,0.0
20190527:0206,0.0
20190527:0306,0.0
20190527:0406,6.02
20190527:0506,105.8
20190527:0606,308.21
20190527:0706,462.15
20190527:0806,612.26
20190527:0906,658.92
20190527:1006,558.27
20190527:1106,581.89
20190527:1206,407.03
20190527:1306,333.9
20190527:1406,254.97
20190527:1506,64.34
20190527:1606,0.0
20190527:1706,0.0
20190527:1806,0.0
20190527:1906,0.0
20190527:2006,0.0
20190527:2106,0.0
20190527:2206,0.0
20190527:2306,0.0
20190528:0006,0.0
20190528:0106,0.0
20190528:0206,0.0
20190528:0306,0.0
20190528:0406,7.25
20190528:0506,95.8
20190528:0606,303.61
20190528:0706,474.8
20190528:0806,545.96
20190528:0906,501.3
20190528:1006,431.82
20190528:1106,669.04
20190528:1206,360.0
20190528:1306,29.66
20190528:1406,217.63
20190528:1506,64.48
20190528:1606,0.0
20190528:1706,0.0
20190528:1806,0.0
20190528:1906,0.0
20190528:2006,0.0
20190528:2106,0.0
20190528:2206,0.0
20190528:2306,0.0
20190529:0006,0.0
20190529:0106,0.0
20190529:0206,0.0
20190529:0306,0.0
20190529:0406,11.82
20190529:0506,95.49
20190529:0606,140.18
20190529:0706,444.35
20190529:0806,564.03
20190529:0906,635.53
20190529:1006,657.44
20190529:1106,656.56
20190529:1206,567.69
20190529:1306,427.43
20190529:1406,249.39
20190529:1506,66.02
20190529:1606,0.0
20190529:1706,0.0
20190529:1806,0.0
20190529:1906,0.0
20190529:2006,0.0
20190529:2106,0.0
20190529:2206,0.0
20190529:2306,0.0
20190530:0006,0.0
20190530:0106,0.0
20190530:0206,0.0
20190530:0306,0.0
20190530:0406,12.25
20190530:0506,161.27
20190530:0606,347.05
20190530:0706,445.93
20190530:0806,599.04
20190530:0906,647.32
20190530:1006,660.37
20190530:1106,635.98
20190530:1206,555.99
20190530:1306,420.03
20190530:1406,239.38
20190530:1506,64.77
20190530:1606,0.0
20190530:1706,0.0
20190530:1806,0.0
20190530:1906,0.0
20190530:2006,0.0
20190530:2106,0.0
20190530:2206,0.0
20190530:2306,0.0
20190531:0006,0.0
20190531:0106,0.0
20190531:0206,0.0
20190531:0306,0.0
20190531:0406,9.59
20190531:0506,156.72
20190531:0606,130.9
20190531:0706,159.42
20190531:0806,534.6
20190531:0906,476.34
20190531:1006,574.01
20190531:1106,443.73
20190531:1206,303.99
20190531:1306,29.11
20190531:1406,51.23
20190531:1506,67.6
20190531:1606,0.0
20190531:1706,0.0
20190531:1806,0.0
20190531:1906,0.0
20190531:2006,0.0
20190531:2106,0.0
20190531:2206,0.0
20190531:2306,0.0
20190601:0006,0.0
20190601:0106,0.0
20190601:0206,0.0
20190601:0306,0.0
20190601:0406,0.0
20190601:0506,12.4
20190601:0606,35.4
20190601:0706,165.28
20190601:0806,328.78
20190601:0906,455.14
20190601:1006,566.16
20190601:1106,609.22
20190601:1206,541.07
20190601:1306,408.98
20190601:1406,238.32
20190601:1506,55.1
20190601:1606,0.0
20190601:1706,0.0
20190601:1806,0.0
20190601:1906,0.0
20190601:2006,0.0
20190601:2106,0.0
20190601:2206,0.0
20190601:2306,0.0
20190602:0006,0.0
20190602:0106,0.0
20190602:0206,0.0
20190602:0306,0.0
20190602:0406,0.07
20190602:0506,64.23
20190602:0606,143.05
20190602:0706,472.84
20190602:0806,591.31
20190602:0906,642.17
20190602:1006,647.03
20190602:1106,617.75
20190602:1206,538.5
20190602:1306,357.64
20190602:1406,124.38
20190602:1506,41.24
20190602:1606,0.0
20190602:1706,0.0
20190602:1806,0.0
20190602:1906,0.0
20190602:2006,0.0
20190602:2106,0.0
20190602:2206,0.0
20190602:2306,0.0
20190603:0006,0.0
20190603:0106,0.0
20190603:0206,0.0
20190603:0306,0.0
20190603:0406,8.97
20190603:0506,28.14
20190603:0606,40.22
20190603:0706,63.1
20190603:0806,79.09
20190603:0906,64.45
20190603:1006,54.87
20190603:1106,94.85
20190603:1206,142.34
20190603:1306,136.69
20190603:1406,102.26
20190603:1506,54.7
20190603:1606,0.0
20190603:1706,0.0
20190603:1806,0.0
20190603:1906,0.0
20190603:2006,0.0
20190603:2106,0.0
20190603:2206,0.0
20190603:2306,0.0
20190604:0006,0.0
20190604:0106,0.0
20190604:0206,0.0
20190604:0306,0.0
20190604:0406,8.44
20190604:0506,131.63
20190604:0606,321.63
20190604:0706,410.43
20190604:0806,343.42
20190604:0906,444.13
20190604:1006,397.32
20190604:1106,49.7
20190604:1206,40.5
20190604:1306,59.78
20190604:1406,26.67
20190604:1506,5.31
20190604:1606,0.0
20190604:1706,0.0
20190604:1806,0.0
20190604:1906,0.0
20190604:2006,0.0
20190604:2106,0.0
20190604:2206,0.0
20190604:2306,0.0
20190605:0006,0.0
20190605:0106,0.0
20190605:0206,0.0
20190605:0306,0.0
20190605:0406,1.27
20190605:0506,139.32
20190605:0606,163.06
20190605:0706,395.92
20190605:0806,370.9
20190605:0906,663.66
20190605:1006,647.41
20190605:1106,637.01
20190605:1206,468.03
20190605:1306,272.69
20190605:1406,217.08
20190605:1506,48.45
20190605:1606,0.0
20190605:1706,0.0
20190605:1806,0.0
20190605:1906,0.0
20190605:2006,0.0
20190605:2106,0.0
20190605:2206,0.0
20190605:2306,0.0
20190606:0006,0.0
20190606:0106,0.0
20190606:0206,0.0
20190606:0306,0.0
20190606:0406,9.57
20190606:0506,38.65
20190606:0606,242.96
20190606:0706,414.73
20190606:0806,481.69
20190606:0906,518.93
20190606:1006,499.2
20190606:1106,502.96
20190606:1206,162.38
20190606:1306,138.7
20190606:1406,78.68
20190606:1506,38.42
20190606:1606,0.0
20190606:1706,0.0
20190606:1806,0.0
20190606:1906,0.0
20190606:2006,0.0
20190606:2106,0.0
20190606:2206,0.0
20190606:2306,0.0
20190607:0006,0.0
20190607:0106,0.0
20190607:0206,0.0
20190607:0306,0.0
20190607:0406,3.79
20190607:0506,87.94
20190607:0606,138.15
20190607:0706,73.73
20190607:0806,194.6
20190607:0906,520.25
20190607:1006,438.64
20190607:1106,520.91
20190607:1206,492.08
20190607:1306,279.75
20190607:1406,155.17
20190607:1506,39.9
20190607:1606,0.0
20190607:1706,0.0
20190607:1806,0.0
20190607:1906,0.0
20190607:2006,0.0
20190607:2106,0.0
20190607:2206,0.0
20190607:2306,0.0
20190608:0006,0.0
20190608:0106,0.0
20190608:0206,0.0
20190608:0306,0.0
20190608:0406,9.09
20190608:0506,139.92
20190608:0606,333.9
20190608:0706,326.23
20190608:0806,536.69
20190608:0906,547.68
20190608:1006,453.88
20190608:1106,480.23
20190608:1206,381.79
20190608:1306,78.67
20190608:1406,136.78
20190608:1506,10.11
20190608:1606,0.0
20190608:1706,0.0
20190608:1806,0.0
20190608:1906,0.0
20190608:2006,0.0
20190608:2106,0.0
20190608:2206,0.0
